	KO_TP_1	KO_TP_2	KO_TP_3	KO_TP_4	KO_TP_5	KO_baseline_1	KO_baseline_2	KO_baseline_3	KO_baseline_4	KO_baseline_5	WT_TP_1	WT_TP_2	WT_TP_3	WT_TP_4	WT_TP_5	WT_baseline_1	WT_baseline_2	WT_baseline_3	WT_baseline_4	WT_baseline_5	WT_baseline_mean	WT_TP_mean	WT_TP_vs_WT_baseline_log2fc	pval	padj	differentially_expressed
Krt2.K2e.Krt2.17.Krt2a	15.9892991390217	17.0600837033091	17.4839731856461	16.8731677168881	17.1449668694518	17.0666778567995	17.5818625677207	15.3078838494949	17.0480185010686	19.1801204068194	15.2852721623655	16.2553956164042	19.5374307601038	15.5186162764944	16.4691123461414	17.6454473485216	14.8981856741514	17.5310387188101	17.4964637227608	17.6643986716618	17.0471068271811	16.6131654323019	-0.433941394879234	0.656027127865628	0.731103524330995	FALSE
Pomk.Sgk196	11.7772923068982	11.3208174685835	11.7712335912827	11.580197315267	11.5189235741839	10.7459767793164	11.4190489914684	10.8363423370878	10.7870046756628	10.765791637244	11.6434954709228	11.2340869192502	11.5366163429503	11.6166958625339	11.4512162643054	10.3679279579636	11.0651131571027	10.8274141623178	10.8563788387101	11.1634735734586	10.8560615379106	11.4964221719925	0.64036063408197	0.00602323294387279	0.0178852887208006	FALSE
Fubp1	17.0976103851539	16.9659195309826	17.2353130853126	17.271681866743	17.0752597702929	16.8612202133901	16.137633599309	16.9536053679436	17.0119697307502	17.0313350556171	17.5096126548941	17.391033763019	17.2010039381558	17.1728181335743	17.4454918059309	17.1732574602331	17.2956344286875	17.2825907487393	17.2834682262103	16.6220232124342	17.1313948152609	17.3439920591148	0.212597243853942	0.194466584332334	0.281189951496318	FALSE
Q3TUF7.2	12.5891244339207	12.2234527183963	12.5926812729561	12.6516325102159	11.988943809017	12.3241327185723	11.9528831804331	12.3505801201083	12.3260305560062	12.499576851184	12.6266490277161	12.3530227351523	12.3356052913102	12.5076410484165	12.6623724191292	12.4050643258305	12.1579721361678	12.3269827511995	11.9278261004875	12.4346855590317	12.2505061745434	12.4970581043449	0.24655192980148	0.0690252413066056	0.122202695530598	FALSE
Tamm41	14.6673444306866	14.7759291527214	14.6999302632146	14.75326376556	14.3618546988182	14.301817678955	14.3699448925042	14.3087158679322	14.6181503109489	14.2322635173221	14.9444741541185	15.1633941630416	15.1834299099494	15.1672966093369	15.5644412869979	14.8476495362206	15.2143267107168	15.0536374494115	15.0376241655935	15.2849397424868	15.0876355208858	15.2046072246888	0.116971703802996	0.381819725984134	0.48194164146819	FALSE
Tpd52l2	11.916051118023	11.8599617857656	12.0464965170005	12.0290248949299	11.9874345669216	12.4419689330366	12.2675475021282	11.8217978938449	12.176522246549	11.6808605554378	12.8181707190636	12.8823736651021	12.8544924701662	12.6514127683495	12.18119885479	12.7200112018836	12.6452441159192	12.7510355952304	12.5878384475806	12.6015456398573	12.6611350000942	12.6775296954943	0.0163946954000398	0.908126487475191	0.932821497153205	FALSE
Tex30	13.9433023476879	13.8964648593362	14.0778755216644	14.0319596035961	13.6476495439053	14.6881738005493	14.8604226091929	14.6809308617854	14.6709604663791	14.6621620974264	13.2127471479356	13.3788908877489	13.6523968614777	13.5810946360035	13.531722598062	14.4155899393552	14.5326603105973	14.3602504091525	14.3989173392238	14.5078999154428	14.4430635827543	13.4713704262455	-0.971693156508783	5.83427195698477e-05	0.000655282783024721	FALSE
Nr2c2ap.Tra16	13.2804822602624	13.2840910017858	13.5641494899857	13.0917742013513	13.529332939542	13.2372249015956	12.6698195974806	13.5175094625278	13.4091124479017	13.5308208450867	12.2401622515288	12.6074805866565	12.4944356121311	12.0480236114118	12.5367256059309	12.5820055167698	13.2455021991613	13.300152331024	13.2216656578019	12.9948519291605	13.0688355267835	12.3853655335318	-0.683469993251695	0.0041061498524375	0.0133536404316127	FALSE
Pbxip1.Hpip	13.2552941807057	13.1176706954273	13.2889381494558	13.0951893072286	12.9402089704294	12.1694615614196	12.1621426753312	12.3100020629771	12.3099054605299	12.1848133701408	12.9244154109751	13.300781529569	13.25523516029	13.5854555251254	13.4073474396058	11.941649215339	11.6207971546239	12.2028309140092	11.944832829546	11.7466822618919	11.891358475082	13.2946470131131	1.40328853803105	1.27187249747216e-05	0.000267830725000333	TRUE
Uap1l1	14.1155557875389	14.2178365596936	14.0694245922132	14.1452873730185	14.1186085788326	13.6471885704749	12.9237081670171	13.6340963308078	13.8435776050365	13.7634509977246	14.2055412749367	13.8711159276404	13.5487135577999	13.7752707589492	13.9763761670292	14.2431665438135	14.3723889792462	14.2776433798637	14.1418676522008	13.7304382939464	14.1531009698141	13.8754035372711	-0.277697432543025	0.112875609119935	0.181644212682877	FALSE
Wdr70	13.4388048450904	13.6332223038008	13.666013131964	13.5624451696939	13.3165785266239	13.8239344134316	13.8907012759767	13.8413874396724	13.8543619489312	14.0328292131016	14.097809935577	13.8066704456568	13.8726652622716	13.87503896212	13.84622493255	13.9218967102892	13.9729887580225	14.253714552416	14.1107442893829	14.0335004341885	14.0585689488598	13.8996819076351	-0.158887041224746	0.0744861393152891	0.130031262100949	FALSE
Pip4p1.Tmem55b	13.405819561928	13.3306508286841	13.1680938588294	13.5359314397934	13.1792793281317	12.5223068928714	12.4226009452935	12.6684662051826	12.7513055428036	12.8484097281465	13.0991899864519	13.4162829414537	13.2782955393073	13.4938054242736	13.556003035451	12.5752343200181	12.2490512151431	12.5363030765358	12.764054661431	12.7619666953821	12.577321993702	13.3687153853875	0.791393391685483	0.000244407410030202	0.00172648817104996	FALSE
Q3TWN3.2	13.3666773795309	13.0244488555507	13.2168489041609	13.0494435852846	12.7389831105529	12.7570420036886	12.8686952525374	12.7793972157658	13.0534049650882	12.7488846740394	12.9381166793862	13.3638883468937	13.1200288464086	13.3401839214235	13.1823679699708	13.000815160049	12.3883832958636	12.9778755562908	12.8010272622742	12.7199491897101	12.7776100928375	13.1889171528166	0.411307059979039	0.0183251931806457	0.0419387472759866	FALSE
Srsf6.Sfrs6.Srp55	16.8395728802357	16.8436266737928	16.855732319893	17.0452157331207	17.1011036698242	17.0374504336117	17.064142779937	16.9803515918076	16.8760972185728	16.9436594832893	17.0263505300678	17.2710799800428	17.2229929580219	17.2153433984731	17.4019211325073	17.4486890227154	17.3279297584973	17.0971885640494	17.0841336272936	17.2620581313688	17.2439998207849	17.2275375998226	-0.0164622209623069	0.86253906855371	0.897555878644335	FALSE
Trmt1.D8Ertd812e	14.1602574960688	14.1288159976556	14.2842963647461	14.1902182201021	14.1200920450012	14.176040656984	14.2162153580824	14.1984066713932	14.3705988701238	14.3822119621271	13.7113658429955	13.5703063801018	13.4192886945337	13.5294793589715	13.6771910851079	13.9846320700901	13.9212737869668	14.1579942342687	14.0272580893237	14.2799297260689	14.0742175813436	13.5815262723421	-0.492691309001557	0.00040805737668743	0.00246858762835149	FALSE
Lrrc28	8.8086328155996	7.01820017881323	9.62904509547317	NA	8.83965731524464	9.93148066612281	10.150445438387	9.20612304037172	NA	9.82263455985913	10.9062442436881	10.0230889802721	9.0144557246249	10.6162639522998	10.4890852774934	9.85969007350846	10.0468238876217	10.3522531366873	10.2280249899357	10.0281823484606	10.1029948872428	10.2098276356757	0.106832748432904	0.768539865278005	0.825843780970241	FALSE
Psmd1	17.1463399551278	17.0205676566219	17.116993677547	17.1507290339097	17.072216362479	16.9373278386129	17.0715042617809	16.9263654960156	16.9647808118624	16.9647469747735	17.003550851981	16.9176984019691	16.86651828615	16.9609295720357	16.9014090371697	16.9378910120005	16.8080466178508	16.9429153509944	16.8559634264818	16.9051049072416	16.8899842629138	16.9300212298611	0.0400369669472482	0.286470718224716	0.383524394354554	FALSE
Inip.Ssbip1	8.90213389138788	7.37573453858316	NA	7.19037781526427	8.38714279023015	NA	NA	7.81353110240163	9.33251773953095	NA	7.99681240810776	9.38016232160862	9.77388756521783	NA	8.90747056264981	9.62725845116426	8.08892071151815	NA	9.44897732806756	8.95508899257431	9.03006137083107	9.014583214396	-0.0154781564350657	0.977002597261041	0.983442866836254	FALSE
Dhps	12.8252171936106	12.7919157918989	12.753724445027	12.8263538374395	12.7183808927704	13.1783240534086	12.6012809873611	13.1435378712823	13.1610058779149	13.0990255681414	12.5763024631675	12.403635209934	12.4565982664362	12.2531767890329	12.010227367385	12.9792018782961	12.9705283528476	13.1197387455548	13.1043628713325	12.719891451842	12.9787446599746	12.3399880191911	-0.63875664078348	0.000980112471653639	0.0045677059799079	FALSE
Q3TXX3.2	12.4036192341588	12.5652949009497	12.9193475318973	12.2920627528108	12.5634227184708	12.1508293697431	11.8577944276715	12.5130366736742	12.013856518381	11.5704866493812	12.5114215864423	13.0053666514226	13.0304774769664	13.385633254869	12.8825112293066	12.1773697031029	12.0783643268146	12.4128344401193	12.6299598938448	12.1356772258584	12.286841117948	12.9630820398014	0.67624092185339	0.00552799726353101	0.0167050258359419	FALSE
Mphosph8.Mpp8	16.2901016670043	16.4384670017424	16.4233227639159	16.3340794555394	16.2036634433144	16.5330102743279	16.7084103546109	16.6448702282692	16.3894700151042	16.5002225775855	16.9440600109883	16.9404627229907	16.891570130579	17.177604457092	16.9841291430906	16.7597061708526	16.7055378963808	16.7708574298204	16.6702689707127	16.76284915707	16.7338439249673	16.9875652929481	0.253721367980823	0.00458449566631155	0.0144755501087189	FALSE
Lmtk2.Brek.Kiaa1079	11.3241242781642	11.438376030399	11.4589038318053	11.5092455231941	11.4068427546553	10.8357267383673	10.8796751380903	10.8868701823524	10.9066426110866	10.622848011318	11.84432915538	11.9143141169212	11.982833187131	11.9224766239424	11.7689079724784	10.6098435915995	10.678696961021	10.9553520394358	11.0694027733386	10.5824807352409	10.7791552201272	11.8865722111706	1.10741699104345	0.000116968020023439	0.00104283165181146	TRUE
Cybc1.Eros	15.9545757496353	15.7805115735398	15.5837997046992	15.5589318562392	15.9279376458106	15.4519773400614	15.7879510088143	15.2683628949972	15.5171064944166	14.4932550351207	14.780119364435	15.4748688466667	15.2840071127308	15.1667005402371	14.8170236087057	15.1287113001749	14.3916665067131	14.7389366816761	14.6950868865298	15.0068739110564	14.7922550572301	15.104543894555	0.312288837324983	0.132036101704235	0.206510209763161	FALSE
Smyd5.Rai15	14.7404712085296	14.8437051803319	14.8365681880541	14.8638813586139	14.7494609410985	15.1786687409253	14.7684841657219	15.1022463970042	15.1128019269815	15.2533932481245	14.2435607929074	14.125017869825	14.1357333308214	14.0174696034143	14.3428941483057	14.8799804338153	14.9005366556251	14.9855173296729	14.8802579193323	14.6983031389039	14.8689190954699	14.1729351490547	-0.695983946415154	1.41799524999495e-05	0.000282464410868711	FALSE
Alg11	12.6042729094582	12.524083760532	12.8430239938454	12.5813842030936	12.7947732465289	12.1501851954068	12.1712831502611	11.9411393312375	12.0799980359484	11.9251909387776	11.7392194525808	12.2150323984342	12.5177702551681	12.3104338536597	12.5397695003031	11.805699542852	11.1632219610821	11.8750312803241	12.0474443239171	12.0430307022991	11.7868855620949	12.2644450920292	0.477559529934311	0.0603600415486583	0.109810904485354	FALSE
Atf7	11.6166039775678	11.8601441924279	11.6610164743877	11.772343444031	11.1163959493112	11.8252012901425	11.9537781300032	12.0882681653706	11.8023507607214	12.0986275982707	12.1481079169619	12.5329987116651	12.485977695435	12.7226517287659	12.4465948388208	11.8095591438194	12.2417508225387	12.3105474613108	12.4250742499232	12.4455942913412	12.2465051937867	12.4672661783297	0.220760984543061	0.176148104779716	0.260126532511115	FALSE
Q3TZX8.2	14.6334096398836	14.4230042624563	14.5497305297766	14.4808974653714	14.363457206481	14.2431591041157	14.1113639267087	14.2682349490232	14.2366719874162	14.1464970801433	14.0221857306501	14.1555772224823	14.1773027347636	14.3862060510728	14.3327009416541	14.211074572436	14.0047208275515	14.3553923943559	14.0458364347382	14.0887385582802	14.1411525574724	14.2147945361246	0.0736419786522102	0.442985511648754	0.540698472296447	FALSE
Esyt2.D12Ertd551e.Fam62b	15.3077700318907	15.148222340387	15.2277437829111	15.1873056736001	15.0612488250576	14.7961106058545	15.0569678716202	14.8841084971551	14.9362422477111	14.7545169708327	15.098229518589	15.3512739948627	15.2599859478882	15.4739657055254	15.4183270075857	14.7132791036247	14.7163157588298	14.8683354665448	14.8044940698891	14.9183228706425	14.8041494539062	15.3203564348902	0.516206980984057	0.000358487001103536	0.00225887726683062	FALSE
Hbq1b.Glnd1	11.6896267702839	11.262981571796	11.4903795929134	11.8224871824847	11.5573105208007	NA	NA	9.70855283065211	9.94340272088099	NA	14.1465209457373	13.8629181986176	13.7901855632105	14.2894858040171	13.9012346030572	10.2854831369879	NA	10.1500772760117	10.6735034243254	10.0816831513175	10.2976867471606	13.998069022928	3.70038227576736	7.84937776049899e-07	5.31433557354189e-05	TRUE
Dhrs11.Sdr24c1	14.3900547293623	14.3424914110691	14.4652347713011	14.385410813867	14.3422761088474	12.7299032224344	12.603042102104	13.155309996852	13.1476183365049	13.1460976706188	14.5887966045628	14.534843913238	14.4519966514815	14.4533349467284	14.3854445192537	12.7837349251762	13.0462526458134	13.0837768109591	13.0643503818614	12.6561097421229	12.9268449011866	14.4828833270529	1.55603842586629	9.17900185507267e-06	0.000221332414256849	TRUE
Q3U0D9.3	12.7536011937331	12.2721981948282	12.5532332903343	11.9475894560679	12.315257137546	11.8815346216488	11.6663749230056	11.8326329321114	11.5263378438843	12.0559094105754	13.1182029947439	13.4892207835217	12.9933824734559	13.1521675710279	12.9525865604398	12.2751729599985	11.5287568788997	12.1654786132554	12.2034887170076	12.2416465610122	12.0829087460347	13.1411120766378	1.05820333060317	0.000408695929029875	0.00246903256115102	TRUE
Tbc1d2b.Kiaa1055	NA	9.86829938653838	NA	NA	NA	10.7194487180693	10.7067032125238	10.650252963534	10.2899612301655	10.435732759007	NA	9.90615854273887	11.0232830791065	10.5041933200655	NA	9.91483506323959	NA	10.6373131799653	10.0452682151385	10.7435806035803	10.3352492654809	10.4778783139703	0.142629048489342	0.731127727715591	0.793843222664871	FALSE
Q3U0K8.2	12.4869179615767	12.4438889182072	12.6542533772095	12.5684905718863	12.3259097311588	13.5073486833897	13.2720888187115	13.4472769849172	13.362765744154	13.646333693381	12.5797048470541	12.3381290974047	12.3021676578269	12.3457739129845	12.5286470107121	13.1511339037676	13.210672865615	13.4863322527687	13.2231102693001	13.4509019297672	13.3044302442437	12.4188845051965	-0.885545739047235	1.0957801039872e-05	0.00024653334816038	FALSE
Q3U0M1.2	11.2606725965091	11.0218058848656	11.174682300785	11.2337215245587	10.5864926739281	10.7062628887169	10.6213650943149	10.7989496501283	11.4051414631363	10.3847945405918	12.0877048171375	11.693282212697	11.3908460684223	11.9671974334723	11.2936038419287	10.911279624041	10.4708926957453	11.2301345494513	10.6956545979675	10.9974617811128	10.8610846496636	11.6865268747316	0.825442225067992	0.00377027723955809	0.0125100692317653	FALSE
Entpd6.Cd39l2	12.4818851837175	12.316193835853	12.3120292215837	12.395820611044	12.1567467403535	11.8921595142899	11.8482825682077	11.9030232017789	12.1539446345281	11.5492119034662	11.2766827598091	11.7260435605246	11.4107534272148	11.9771582625385	11.7295060370905	11.3008329973076	11.1889782095598	11.6750175643966	11.2808809395807	11.5180728139649	11.3927565049619	11.6240288094355	0.231272304473567	0.173928539800182	0.257537679006789	FALSE
Khsrp.Fubp2	17.6003122121789	17.5251231322686	17.7083362550414	17.6252736290999	17.610094851814	17.6903254225366	17.1819480980509	17.7463043677013	17.7133663759251	17.7787573403572	18.0138787576345	17.8786436891492	17.8657574315391	17.9040759583632	17.9596171258637	17.6577580584271	17.941935945974	17.7766000965628	17.8270883542109	17.3915960291076	17.7189956968565	17.9243945925099	0.205398895653452	0.0931617882546997	0.155855980024238	FALSE
Tradd	13.0539988287541	12.682118960163	12.9640664552521	12.8034914298653	12.7547267763154	12.762950865016	12.9319304672615	12.667599456038	12.8899240862142	12.6587381131525	13.4853639292869	13.5357249335627	13.3253757327545	13.5376430884151	13.1907876809315	13.0698004963876	12.8364902783966	12.9765766529705	12.8905435916181	12.9957000307911	12.9538222100328	13.4149790729901	0.461156862957337	0.000840862187671915	0.00408866390306323	FALSE
Zfp217	16.7042008608102	16.9888399882261	16.03533823924	16.7413748136144	16.9340709165057	16.9194802188758	17.0603265146149	16.8578838275882	16.6805243558522	16.9941876765277	16.8278636715916	16.6200193099598	16.7813725214849	16.5907668493158	17.0411243725045	17.10026194543	16.8744170844085	17.1682215972917	17.1996915131699	17.0992964373144	17.0883777155229	16.7722293449713	-0.316148370551605	0.0147820805132289	0.0354227017841214	FALSE
Ccdc174	11.2161941340198	10.4683593039429	10.6051739084398	10.9315501027095	10.6433421380955	11.1656858722105	10.9248199248575	11.1588305563743	11.8751772274521	10.8337281789449	11.0015700486594	11.0899403448566	10.5354795171359	10.7411214397851	10.4631871600942	11.9241258726877	10.4222540286175	11.748452846778	11.4049552626016	11.4630747381842	11.3925725497738	10.7662597021062	-0.626312847667561	0.0750138499850941	0.130794420775882	FALSE
Crtc2.Torc2	12.156279046967	11.1083872374091	11.5490096969928	11.3589753038888	10.5675758685241	11.3793079635684	11.468456041124	11.7593722484614	11.6585417649704	11.9318233844716	12.1699156088659	11.3158684658026	11.2962738467067	10.8334040408796	11.3915443433421	11.1850116736269	11.6120667773255	11.8886405217017	11.7917286201998	11.6256631874357	11.6206221560579	11.4014012611194	-0.219220894938525	0.407963855537541	0.506949759316613	FALSE
Rars2.Rarsl	14.3171157905614	14.3323932606934	14.5092121148299	14.3603875976713	14.4173119302792	14.0542312174061	14.1084672836272	14.090087602449	14.0278455375368	13.9319563136407	14.0997998147205	14.4574963105798	14.3333230957955	14.4223604778326	14.3519399387938	14.0950508135695	14.0529670461606	14.1876072443312	14.1407499028049	14.1319373223991	14.1216624658531	14.3329839275444	0.211321461691361	0.0244080222851361	0.0527322022698441	FALSE
Secisbp2.Sbp2	12.1742672090408	12.2110030646324	12.0882681653706	12.1065236829028	12.1281973669813	12.3320113653347	12.3019362527353	11.9918442198018	12.170297524328	12.120205471429	12.3801579915382	12.3556814467772	12.535280237445	12.3823241093548	12.3518198845713	12.5283881770203	12.2143768031615	12.5059454980664	12.2077068184474	12.2779440779714	12.3468722749334	12.4010527339373	0.054180459003895	0.516808046034616	0.608453304854074	FALSE
Q3U1C6.2	11.1581867891088	11.0561093074966	11.1556341398909	11.2297921811323	10.8718051539554	10.4350555523257	10.3317343230219	10.8133483177705	10.7158504815729	11.2671085349024	12.1861421024815	11.7041846467153	11.9580342670337	12.125258472538	11.6114398352801	11.0556078187392	10.7810235920051	11.0994135652876	11.0278299905187	11.0248210819657	10.9977392097033	11.9170118648097	0.919272655106438	0.000386273369532679	0.00239196201305956	FALSE
Isg20l2	14.1101814933287	14.0509624651243	14.1070944478413	13.9625887855583	13.6815678568885	13.7197738305181	13.9485953725534	13.9152445130891	14.0065277050884	13.8139114286407	13.8644473385927	13.853494754366	13.7697965287469	13.9761523774942	14.1224802181022	13.8768046894854	13.9635012176027	14.2054572736692	13.9929737306051	14.0859039417178	14.024928170616	13.9172742434604	-0.107653927155635	0.230150940459635	0.321298054790664	FALSE
Slc38a5.Jm24.Sn2.Snat5	14.7447182323037	14.4801653859295	14.3045010598188	14.4662103213748	14.693682962532	13.6375079101825	14.0486826939526	13.7092777101437	13.6667233108267	13.0957480930122	15.1997796842242	15.8351770156141	16.0026282511453	15.7257310397808	15.5830827675029	14.1255426227184	14.0938466775787	14.0113146252971	14.1281876987719	14.0831551831634	14.0884093615059	15.6692797516535	1.58087039014759	0.000251168031541972	0.00176210455755301	TRUE
Q3U1J1.2	9.65413475707199	8.97530058562122	10.454083335933	9.68108200883177	9.33966297473835	8.51405912115055	8.2122775020862	8.05145367520496	9.26504770147529	9.24007338295927	7.66806947160729	8.33897699735628	9.3010457111505	9.71735255136836	8.95673333797301	8.72409428504733	9.64108897321567	9.02279223586403	8.86499085733177	9.45661931272381	9.14191713283652	8.79643561389109	-0.345481518945434	0.4237995336701	0.522344024240135	FALSE
Q3U1J4	15.9750911425995	15.9767073118469	16.030792125324	16.0357871246177	16.125587016129	16.034339021629	15.9699305774103	16.070852591145	16.0263699837533	16.0026018824501	16.1035869726702	16.1125291022687	16.0509837146959	16.1558360995186	16.0435570861399	15.9099680659712	15.9139248726654	16.0638605955518	15.9902834916162	16.0170215081053	15.979011706782	16.0932985950587	0.114286888276673	0.0158484848022768	0.0374282906962621	FALSE
Zmynd8.Prkcbp1	13.1486386379376	13.1278089762632	13.2349416412146	13.1375003217421	13.1351898223806	13.609178738142	13.6259827464999	13.5993666155114	13.5614192234857	13.4352014390889	13.5240886592103	13.7781900924067	13.6497164908793	13.8647374986292	13.7325066438735	13.7538748391219	13.5930992860271	13.8149729260185	13.7957150065017	13.7566084420682	13.7428540999475	13.7098478769998	-0.0330062229476855	0.651616918799206	0.727317982305117	FALSE
Brms1l	11.7644735509927	11.4308602122278	11.5704581873082	11.526650836413	11.5326724846739	11.7319977866437	11.7275376132239	11.539599890344	11.5287568788997	11.6542287587377	12.0119959287819	11.9869335046637	11.956906088788	11.8051473274214	11.7612769613502	11.7064528488025	11.4900034581309	11.7323836864881	11.8138693532202	11.6216901849596	11.6728799063202	11.904451962201	0.2315720558808	0.0149364500500096	0.035721060316201	FALSE
Dennd1b	11.0287832311075	10.479679231427	10.9230154372989	10.7171537369596	10.4088922715332	10.8647897212387	11.5178071559797	11.1087792581283	11.4851248923181	11.8731018548136	11.3034268792573	11.3129113098611	10.699398937737	11.3252885879407	11.4557998207509	11.0480985610332	11.1886506565101	11.7550461231062	11.3447841220827	11.1677693679555	11.3008697661375	11.2193651071094	-0.0815046590281323	0.664631999911994	0.739200970613417	FALSE
Uevld.Attp.Uev3	11.5721743947901	11.4230108302067	11.7133607369514	11.7681677800142	11.4254519613564	12.0948760287856	12.081133873414	11.7959016617642	11.6481733007806	11.5258633350955	12.6592600908523	12.5490482146966	12.6469793973665	12.1130225922145	12.4463622152752	12.1888700634745	11.9712669150835	12.0304291960773	12.2034978935327	12.1199332330189	12.1027994602374	12.482934502081	0.380135041843625	0.0152042909038627	0.0361687755442567	FALSE
Dennd4b.Bsg4.Bsp4.Kiaa0476	11.3771562927134	10.8824061467222	11.2212729323564	11.6107480389778	11.0393097805484	11.6170771226182	11.8924555389272	11.7163136150391	12.066432328039	12.0285518863842	11.7395232640225	11.6191057522157	11.3136029889002	11.3582940539568	10.9995420407123	11.4118975615388	12.0315047871317	11.8238647725686	11.9032755756168	12.114015575121	11.8569116543954	11.4060136199615	-0.450898034433909	0.0348243409876826	0.0704635735180711	FALSE
Q3U213.2	10.6442438619758	10.5563336106961	10.754277901527	10.9386313079658	10.695689392935	9.42878517119206	NA	10.2403024022421	10.5098739512109	9.89096037284366	10.2544735803751	10.7094371175337	9.8878359528572	10.2873083683738	10.4641985632582	9.46854666270378	10.1103266994122	10.5648639902269	NA	10.3509612747163	10.1236746567648	10.3206507164796	0.196976059714801	0.503720735541564	0.596568270459043	FALSE
Mast3.Kiaa0561	10.6777372568575	10.8412026458702	11.1793555361642	10.9661088545335	10.7917164125063	10.6614040172303	10.9013345516694	11.0971367024052	11.0072375569666	11.6771250019235	11.3751317695654	11.4420778264434	10.7922127754105	11.5140038722411	10.7331933165564	10.9463799675104	10.7586979265557	11.614245125784	11.3587336068623	11.3819052016825	11.211992365679	11.1713239120433	-0.0406684536356483	0.86395454678112	0.898898489743129	FALSE
Vars2.Kiaa1885.Vars2l	13.0466329304539	13.0128793971321	13.1767622020483	12.9352774103934	12.6299052681177	12.4448181954093	12.8301150630797	12.6097858907681	12.6183464975715	12.376925759843	12.8349568703943	12.8323362420369	13.0358489696456	13.0633006962826	13.1197355038749	12.8187099853336	12.8927382237053	13.0211153153883	12.9596144092197	12.8869063723219	12.9158168611938	12.9772356564468	0.0614187952530436	0.40798966278567	0.506949759316613	FALSE
Rnf149.Greul4	10.2764734021814	9.85221269031105	10.2604844255421	10.4421348625669	9.90774844350127	9.17662945237963	9.44700468193471	9.77263953551747	9.53705140329158	9.71088218180837	10.3283158916661	10.4018181630876	10.4687360332463	11.0862357635695	10.6720628546677	9.79091861928093	9.39844657303278	9.70959909186642	9.98635404552468	9.60622567436968	9.6983088008149	10.5914337412474	0.89312494043255	0.000973560956054205	0.00455491980547655	FALSE
Hspa4	17.7453788962749	17.6496772015694	17.7578196909719	17.8112116083715	17.6928197963834	17.9668039547134	17.7707284081028	17.9267013714566	17.9557804324722	18.0685053960994	17.8096362607591	17.694480319558	17.6707253950381	17.6890970974349	17.6521587456057	18.0914818748024	18.0319811349118	18.043433198135	17.999554152084	18.0302037201773	18.0393308160221	17.7032195636792	-0.336111252342899	3.32417097372972e-05	0.000459642080074081	FALSE
Q3U2P1	13.7256112310855	13.599715294709	13.7056323873614	13.7228182019514	13.6274540871863	13.6503674151407	13.7546996390157	13.6333585506371	13.7013606161615	13.4641245199112	13.8502161445334	13.9186117124697	13.6569499122943	13.7639592537342	13.6940095784219	13.6118778014233	13.475809413606	13.6253093073158	13.5591978180765	13.6542556152316	13.5852899911306	13.7767493202907	0.191459329160068	0.0131901250957329	0.0323238286131915	FALSE
Q3U2S4.2	12.1906333777057	12.1041695501934	12.1735178689691	12.2773019316349	11.8990396461966	12.7142948947764	12.5286860759152	12.7765337872745	12.8835883620021	12.8655631681612	12.4177127734013	12.4661325566134	12.3897792038916	12.4860455961381	12.3059448788215	11.8743205372676	12.0116465825708	12.5413894817625	12.0436425199453	12.4475172095802	12.1837032662253	12.4131230017732	0.229419735547905	0.156073223330592	0.235868082510773	FALSE
Mettl17.D14Ertd209e	12.3629300820549	12.0866902356412	12.6977994432582	12.1090242169951	12.0157948423911	12.0003944330013	12.1149330696584	11.9975358757564	11.942921305576	11.8104511373617	11.8491470348525	12.3803663614435	12.0142750821257	12.4083668957904	11.9357507032176	11.4695705964034	10.9216921979599	11.4756321145549	11.197468589758	11.5819866930134	11.3292700383379	12.1175812154859	0.788311177148	0.00150683133168888	0.00627143442072896	FALSE
Pdcd7	11.8133563351259	11.5050671932319	11.2241042032291	11.3728052185795	11.0416180876266	11.5275894067831	11.3948324316179	11.325339188796	11.8004671882594	11.4347585229668	11.7699328633695	11.8392195379568	11.8564527637117	12.2548691798109	12.1727712641669	11.7682629098091	11.777506018187	11.6907182657972	11.4930598467175	11.7860245283969	11.7031143137816	11.9786491218032	0.275534808021623	0.0478014259445191	0.090879691126838	FALSE
Ctu2.Ncs2	13.7307779189199	13.6943905368605	13.772366127283	13.726643921484	13.8428904671527	13.9099212025522	14.0013202225009	13.7563895273287	14.1343862091473	13.8857344990259	14.0068169461645	13.6315181318018	13.4523184704322	13.6898669701595	13.7354290950107	14.1505485704818	13.9996301210968	14.2130358510497	14.0420526224772	14.0768990839315	14.0964332498074	13.7031899227138	-0.393243327093655	0.0085741026255392	0.0234424131594266	FALSE
Rnf40.Bre1b.Kiaa0661	12.340039232879	12.3295525055176	12.3835180043287	12.1997336826073	12.2024330271092	12.3302110394243	12.2945345981283	12.3842171355515	12.264512973878	12.5366624772182	13.0829124429205	12.8414542741551	12.7393144005292	12.8660850105228	12.9064396829495	12.2158181131476	12.3945645157043	12.2543259408511	12.4485680450426	12.4498476361667	12.3526248501825	12.8872411622154	0.53461631203295	0.000105359655437862	0.000976958975552371	FALSE
Q3U3C9.2	12.9200327172831	12.7325151233069	12.9663504313666	12.7862389925191	12.4219753836092	12.7224468123176	13.1047609002298	12.9169188349486	12.929713340722	13.0895977887152	14.0927488837131	13.9578275608337	13.826041945684	13.8331865903896	13.7747561796679	13.440453943823	13.2917175072115	13.4615178163249	13.3228858166046	13.436438278562	13.3906026725052	13.8969122320577	0.506309559552463	0.000181797300311396	0.00139830919831038	FALSE
