	KO_TP_1	KO_TP_2	KO_TP_3	KO_TP_4	KO_TP_5	KO_baseline_1	KO_baseline_2	KO_baseline_3	KO_baseline_4	KO_baseline_5	WT_TP_1	WT_TP_2	WT_TP_3	WT_TP_4	WT_TP_5	WT_baseline_1	WT_baseline_2	WT_baseline_3	WT_baseline_4	WT_baseline_5	WT_baseline_mean	WT_TP_mean	WT_TP_vs_WT_baseline_log2fc	pval	padj	differentially_expressed
Pfkfb3	12.4428372590051	12.0750411936541	12.603517396999	12.2280610767084	11.9141459090001	13.0487218547553	12.7837553841474	12.9641152033974	12.9869281732785	12.8691234063268	12.8317565313745	12.5583513512628	12.3020848133559	12.7635422895469	12.4244917509854	12.8427333611023	12.6683952887527	12.8845712120817	12.9111429029459	12.9786014307083	12.8570888391182	12.5760453473051	-0.281043491813064	0.0464432264710675	0.0889098523293815	FALSE
Impdh2	9.36760476820822	NA	NA	10.3115326324337	NA	NA	NA	9.23431928609065	NA	8.53065993259885	9.66637137212339	8.87625908015192	9.32991515669548	9.21125804220332	8.84258920124989	9.04878927695128	9.12288233745388	9.00374276668107	NA	NA	9.05847146036208	9.1852785704848	0.126807110122721	0.459439985834461	0.55626461602537	FALSE
Snw1	15.2407540719948	15.1398670672646	15.255353198707	15.1803248931533	15.0830471189211	15.2776942269418	15.5240917208758	15.4066933074703	15.4071814443045	15.4071748040952	15.8496250072116	15.8408787081347	15.9143220595881	15.9610856284345	15.9964072842479	15.8168461648168	15.8004348307706	15.8723959322635	15.8525441391472	15.9335892349416	15.855162060388	15.9124637375234	0.0573016771354062	0.175884017787413	0.25984347378762	FALSE
Ighmbp2	11.8040624350573	11.3079407549299	11.5507467853832	11.6756527650462	11.537461094633	12.0267274525611	12.0932755988523	12.0589387725692	12.1195636844174	12.0906649057702	11.9244896422026	11.7756143956853	12.0257901513306	11.8321502851537	11.9229188372956	12.2825672213787	12.4206287173414	12.6525335502452	12.2878508716259	12.3541529418877	12.3995466604958	11.8961926623336	-0.503353998162186	0.000488713085840525	0.00279481579049996	FALSE
Lrrfip2	12.5016804698606	12.487681790835	12.6934804235396	12.6427715066284	12.4159397820213	12.2975181598958	12.5207267067735	12.4181108691531	12.6167693662935	12.4912142617935	13.3581154473282	13.0723520406252	13.1275381690042	13.2565640101651	13.0212576205605	12.8678520738808	12.5685309480191	12.9074953487917	12.8568417802463	12.9650266708746	12.8331493643625	13.1671654575367	0.334016093174156	0.00699375499388517	0.0200296007945387	FALSE
Atrx	10.2568219689686	11.2995858176169	11.4065664312656	9.52954377881313	10.6250512625731	11.1004652360551	10.4174622595017	10.8649212364729	10.7436899894954	11.2026197415503	10.6065532687352	11.0677973418009	11.1711830539046	11.4482660405027	10.8839415017191	11.0337258255828	10.787241444711	NA	10.8253642923808	10.963633065995	10.9024911571674	11.0355482413325	0.133057084165145	0.420308752360787	0.518932722465744	FALSE
Kmt5a.Setd8	NA	9.20712416587185	9.25314073398801	8.85013056675265	NA	7.62999039230933	NA	7.81891445435022	10.0776569237949	9.4651990523759	9.49801345763272	9.95116229928519	10.1229573786956	10.4090726594792	10.1108225740478	9.09532844699264	9.11341921621398	NA	9.81900230323047	8.8808630353695	9.22715325045165	10.0184056738281	0.791252423376452	0.0212557499452914	0.0471277470983492	FALSE
A0A0G2JFZ4	11.6849545797989	11.6394763789225	11.3737134547509	11.6207788302657	11.3224802708995	11.2816866602785	11.1350615309346	11.6519217112488	11.5216200680942	11.3791671462548	12.8157015022717	11.8399635229084	12.0171215802928	11.9843223234015	12.2237996103665	11.4836193075092	11.7433870543342	11.5551882513459	11.5869148286651	11.6652737307139	11.6068766345137	12.1761817078482	0.569305073334503	0.0269789599084784	0.0571342564954704	FALSE
Ap1ar	7.72239771342958	8.7221210206299	8.54794331129035	7.55181590706806	NA	8.10541618016973	NA	7.8588264651242	7.90715506545702	NA	8.1417597473139	8.25758584607089	9.22481929133163	9.01257146682253	9.31247912563059	8.87229011028809	8.31625437487809	9.384852807889	9.20453446509546	8.29169103497206	8.81392455862454	8.78984309543391	-0.0240814631906314	0.944139146108736	0.959921610939567	FALSE
Eif4g1	10.1799712738058	10.8396368466053	10.2508550155067	10.188576483229	8.97081627535751	10.8058244673887	10.0169475372442	10.8901578572344	11.3800389095074	10.3759842609626	11.5126170236555	9.9162303023376	10.0978741150014	11.0139995413182	10.4334185253442	10.4203181745318	10.4819305797992	11.3707255440119	11.0935892249807	11.016773473197	10.8766673993041	10.5948279015314	-0.281839497772715	0.44626459839771	0.544053171853298	FALSE
Slc4a1ap	9.30507676521744	9.25899465673841	9.4281298256449	9.54562865348117	8.01622329273055	9.83369181586192	9.50224108297065	9.41565093689968	9.20489143589671	9.52479830192575	9.71351367959219	9.61443563239262	9.85743210694402	9.47468344780656	9.32501756204058	9.88007784687957	9.57926501803293	9.58550716555244	8.93469635547764	10.0990321452336	9.61571570623524	9.59701648575519	-0.01869922048005	0.934224575073047	0.952810824967921	FALSE
Nup205	15.421377824084	15.2027896000906	15.2642336582238	15.1260631504471	15.2641933325993	15.5039809783347	15.6407476676149	15.4212759052906	15.4060820734209	15.1560475142395	15.1864392736954	15.6610821858194	15.490170850219	15.5770068393976	15.4962171538398	15.6250324212153	15.363303196532	15.525031345124	15.4726781483439	15.4536982597344	15.4879486741899	15.4821832605942	-0.00576541359570193	0.95152951614919	0.965793711978891	FALSE
Mettl27.Wbscr27	12.3695782628847	12.1521168561711	12.3066683826262	12.3976104642103	11.9411356623536	10.8743205372676	10.3385135553218	11.1897936789468	11.782383991197	10.8050263761189	12.1851325014492	11.6360762559767	11.4056201541901	12.0935364085122	11.4181003249866	10.4021273824764	10.6297299966124	11.6901900850859	11.1009382379033	10.5349156301781	10.8715802664512	11.747693129023	0.876112862571754	0.0183731622500473	0.0420217289574854	FALSE
