Group Labels	KO_TP_1	KO_TP_2	KO_TP_3	KO_TP_4	KO_TP_5	KO_baseline_1	KO_baseline_2	KO_baseline_3	KO_baseline_4	KO_baseline_5	WT_TP_1	WT_TP_2	WT_TP_3	WT_TP_4	WT_TP_5	WT_baseline_1	WT_baseline_2	WT_baseline_3	WT_baseline_4	WT_baseline_5
O08967	4017.08	2768.79	2961.01	3317.33	2616.62	2416.24	3401.99	2918.7	3079.39	2332.48	5373.6	4432.62	4244.96	2973.2	3671.65	3137.48	2794.3	3531.36	3071.18	4451.69
O08969	1878.6	1584.51	1893.06	1555.02	1134.11	4123.98	4253.17	4392.19	3765.25	4517.77	2454.21	1422.55		797.812	1072.09	4139.35	4507.04	4542.18	5718.62	5041.95
O08983	34743.7	30834.6	35097.7	31972.6	35850.3	26960.3	30373.7	29671.3	31717.1	33416	31843.8	22878.4	25264	27731.1	34468.3	23675.2	27536.5	30624.2	27123.4	28456.5
O08992	70727	70491.2	70739.1	70638.3	57619.4	30017.6	28627.8	31314.2	38493.6	31151.7	36962.5	35938.4	34395.5	35779.3	35305.7	21831.7	21080.1	28299.2	23265.7	23586.6
O08997	46142.1	41601.1	36907.1	48669.8	42714.1	18314.8	11775.9	22332.6	22512.1	21396.9	80403.6	67212.9	44994.5	44036.3	55617.2	31087.6	28883.5	25186.7	25780.7	15910.1
O09005	18845.2	19424.7	22933	17569.2	16479	7789.05	7051.04	9986.32	11323.9	8362.29	23760.8	29188.2	23232	33209.5	29196.8	8472.8	9421.17	11695.9	13270.4	12485
O09012-2	95773.1	88830.2	115782	97061.1	101630	88715.3	82319.6	80971.5	91738.4	88946	143733	135771	136035	133554	125575	95052	84319.6	96438.2	93856.7	93531.1
O09044	53875.2	56396.5	57386.6	54338.3	46361.3	43694.5	44785	45039.9	46787.2	41669.9	104566	101159	104839	111447	122789	67673.4	65369.1	71072.3	67668.6	76103.1
O09053	3841.57	3017.87	3703.25	3663.05	3135.56	7002.23	7025.25	7316.69	6724.46	6254.33	5845.22	5202.5	4786.13	5942.74	5573.28	7409.46	7210.3	9791.2	9092.06	7296.22
O09061	154765	144291	137262	162009	132496	147468	149189	149385	145174	157149	219624	172745	193176	172600	189651	174549	175933	162263	164892	184862
O09106	43582.6	35298.8	50857.9	43742.3	34482.2	34350.6	40708.6	43566.4	41086.2	40353.3	45689.8	43573.3	41716.3	48318.6	46726.5	33969.8	32788.2	44705.5	40790.4	43801.2
O09110	16956.4	15460.9	18792.4	15670.1	14709.8	11684.8	13569.8	12930.7	12246.1	13657.9	40911.1	34240.2	31127	35177.2	30737.8	16903.5	16349.9	16396.7	15844.2	18528.9
O09111	45710.2	39573	48345.8	46142	46252.8	20960.5	25021.1	23845.1	28368.9	21330.3	21460.8	31829.8	31160.5	29841.3	27688.8	18061.8	16237.3	23461.4	20712.5	22545
O09117-2	86874.5	71105	66061.9	76565	72847.3	91494.5	102194	77543	116892	75660.6	46103	55446.8	59998.7	66567.6	58993.4	90872.8	61145.8	72205.3	70626.5	65737.8
O09126	1124.39	1072.01	1425.69	1157.58	777.131	1003.82	977.372	1241.89	1281.95	1634.56	2164.59	1339.67	1126.71	1873.81	1180.15	1666.34	1878.88	2179.07	1558.03	2194.36
O09130	13653.7	12173.4	17541.1	12585.1	13298.8	15216	15109.6	17605.2	17644	16897.5	21440	15925.8	15526	18781	17250.2	11087.5	11555.6	12762.1	13816.5	12882.6
O09131	521873	503212	513560	561360	492176	512272	371803	536918	582390	603656	347461	276819	235256	244859	277921	520457	557663	566156	528300	379585
O09159	21740.6	20902.8	22018.5	21700.9	16787.8	8075.35	6490.97	8855.47	10016.7	8864.86	15213.5	14805.6	14649.6	14937.1	15837.4	7124.43	7237.51	8988.61	8256.33	8432.91
O09167	602988	605101	588920	660888	691286	550083	616429	570116	489144	630132	443033	398529	411811	432285	488146	484435	602257	475505	517699	575542
O09172	114762	105844	120246	112190	111488	81531.3	92667.7	90482.4	83498.9	89854.1	205887	196613	176343	184409	177170	106220	102309	113521	116696	114744
O35071	385.349	418.248	493.58		252.119	133.825	360.576		530.347		1689.78	424.51	855.769	1028.14	512.443	558.083	263.638	621.633	845.743	782.438
O35075	16343.7	15069.5	17374.4	16018.6	13652.2	15719.8	14496.8	14693.2	16495.8	16305.8	17041.8	14362.6	14956.6	17508.8	15366.9	12885.4	12829.2	15518.2	13964	14428.8
O35083	12996.3	10644.1	10372.7	8989.23	5753.04	7528.88	9572.43	7681.87	7741.03	8313.23	11278.2	11595.6	13292.9	11432.1	12317.8	8917.26	7880.96	8041.07	6748.39	8512.04
O35099	8271.73	9269.38	7617.1	9384.17	10021.2	9724.95	9761.73	8461.75	7423.36	9176.28	7624.04	7632.94	6930.96	6762.35	9916.36	13725	7821.7	7902.36	7475.74	10453.4
O35114	18838	21576.8	20716.7	16512.6	25071.1	15968.4	14121.9	11736	12947.6	10532.2	10135.8	15100.9	16048.7	12410.8	9624.71	10204.7	10082.5	9285.23	10745.5	9134.38
O35126	3388.33	2813.85	3415.24	2956.9	3404.91		2523.58	1868.3	2539.46	3098.15	4844.35	5162.44	4675.52	5111.57	5632.6	2537	2726.52	2703.05	4125.13	3551.1
O35129	526920	543042	540089	567885	530325	399157	483505	427390	406656	390073	247642	332883	352805	346449	369027	378810	446388	337848	376940	405847
O35130	35148.1	33746.6	40046.1	38998.2	31103.1	45227	48725.3	49339	55324.3	45217.4	20267.3	26126.6	22862.8	26042.3	26409.4	37111.4	37953.2	48835.2	43020.3	47836.5
O35134	12877.6	12658	14206.3	12502.8	11683.7	11157.3	12377.1	12626.4	12136.9	12636	8167.48	8472.17	8785.78	8829.38	9039.36	11639.3	11746.7	13478.8	12786.7	11909
O35144	17025.6	16920.8	19195	18207.5	17995.7	20029	21831.4	21783.6	22302.4	20937.3	18252.1	18580.8	19598	20023.9	20796.8	18289.9	16296.7	17552.8	17137.5	18903.9
O35166	27849.9	33204.3	30382.4	30061.1	40728.5	35742.9	47862.8	23940.3	22871.9	28552.3	20013.1	23998.4	48711.7	28819.5	28799.2	26459.3	31378.9	20085.2	21867.4	22016.3
O35185							2698.68		5156.36			7123.8	9480.57	8617.97	7505.36	6198.12	6889.78	5918.9	6808.54	6738.03
O35215	100695	102140	102219	107032	88393.3	60108.5	35807.1	69526.8	69593	65319.6	206496	161927	142087	147115	147465	107019	119998	113360	113878	65658
O35216	20382.3	22038.6	19965.5	19960.9	22991.6	17911.1	21321.8	20430.7	16757.8	11539.8	11541.1	18734.4	18971.3	18952.3	20533.8	18701.5	17780.6	14119.5	16169.9	13988.5
O35218	19132.2	16330.7	19641.4	18482.4	14883.1	18740.7	20007.3	20109.1	20693.8	19804.8	22064.8	23249.2	22320.2	23672.8	24647.2	19719.3	20415.3	23966.3	22441.4	21963.8
O35226	171426	164581	172015	184648	168801	153347	166294	145980	148926	165124	171068	139452	157796	150058	158138	139110	158174	137894	139994	156213
O35226-2	9715.82	9315.43	11361.6	11296.8	6491.66	4459.75	5837.01	6455.94	7893.6	5887.2	12885.6	7589.28	8811.25	10634.3	9219.82	8071.12	5765.54	11353.7	8214.86	9193.1
O35239	2861.88	2991.4	3010.38	3426.79	3123.65	3558.89	4328.87	3410.41	4320.75	3119.62	3706.88	3614.93	3254.53	3396.51	3590.4	3144.75	3346.72	4082.29	3903.56	3283.02
O35250-2	10809	10582.3	11897.1	11103.7	10766.9	10123.4	9994.1	10477.4	9580.78	11283.9	16215.3	12376.1	12124.4	13673.6	13698.7	9252.78	10660.3	13043.5	11714.6	13143.3
O35261	2326.82	2159.94	2063.81	2748.27	2008.04		1395.12	1452.93	989.22	1880		1599.66	1709.11	1454.94	1625.19	1010.48	1272.71	1062.27	672.29	1037.69
O35280-2	3751.76	2478.05	2668.36	2843.53	2298.26	6224.22	7401.03	7047.15	6509.39	6887.3	4339.14	3488.07	3416.56	3841.9	3739.88	6172.22	6452.08	9049.84	6847.73	7530.3
O35286	107549	98429.8	116472	112539	105775	124689	135243	136323	128474	147297	116420	117884	112981	117040	122842	133731	139489	130303	134253	144057
O35295	42998.3	44038.9	42177.7	47278.2	39573	39439	41713.1	38872.1	36465	41771.4	37451.8	31909.4	33849.9	35107.3	37343.5	33958	40285.4	33893.4	34235.9	37874.7
O35309	3434.96	4031.69	3472	3207.7	4176.16	5011.38	4383	4800.95	4920.36	5390.73	2833.47	2650.96	2212.18	1880.08	1950.21	3373.33	2902.57	2691.8	2702.34	3412.81
O35316	29360.6	24646.3	24278.1	20276.1	20924.9	28033.3	32206.6	27239.2	32180	19389	13331	26986.8	24394	24971.5	17123.2	35684.1	22860.8	30685.2	27727.1	26782.3
O35317-2	2214.57	2863.83	2960.37	3115.9	2443.94	2447.9	2783.59	3034.66	3256.64	2673.69	3259.47	3133.45	2626.8	4447.34	2908.66	2910.58	2199.42	2829.5	2276.41	2619.67
O35326	712648	666055	701931	730511	695294	531944	536807	516410	539921	553328	582262	578560	582336	637749	662647	557501	634392	558248	556448	647635
O35343	16096.2	14964.3	19383.7	20660.9	11953.8	14167.9	14504.8	15854.1	20178.6	15676.2	19658.6	17141.4	16072	21261.4	19482.9	13085.1	13850.1	19803.9	18571.6	16762.4
O35344	77134.7	75522.2	77968.3	79000.6	78154	69389.7	69803.6	72831	75673.2	69159.4	85316.3	86235.9	86734.4	87378.8	81241.7	70739.6	64662.4	80112.3	78930.2	76091.9
O35345	25448.7	23568.7	27259.7	23811.6	22219.6	21293.9	24025.8	24390.9	23928.6	21697.5	32940.7	30827.6	27962.1	29000.2	29299.4	19951.1	17826.8	24916.6	22975.4	22444.2
O35350	46607.9	41356.3	45453.5	43328.2	44746.8	33334.2	35818	30983.4	34865.4	32017.2	73317.9	68299.6	67650.7	70643.4	65200.3	42590.8	41249.9	41251.4	40099.2	42349.3
O35379	23305.2	20033.2	21359.3	19382.7	17299.8	20941.1	22078.1	19790.1	22194.2	18992.5	18825.7	24996.1	21498.2	23212.6	21933.4	21728.2	20051.5	25233.4	22948.8	24248.3
O35381	109253	103161	113573	115925	110903	115075	113773	118789	106843	137798	93814.4	81505.6	88368.1	84760.6	89722.5	108766	115202	109562	110379	118441
O35382	18306.6	16628.8	19459.5	19160.1	14324.3	17472.2	19374.6	20587.6	19944.2	22083.9	26388.4	22434.5	21971.4	25620.7	22036.6	18993.7	17664.5	22799.3	21427.3	21446.6
O35387	21239.6	18784.2	21595.3	19010.5	16133.3	14876.1	16020.8	20043.8	20395	17868.3	14349.1	17192	15188.8	19878.9	19242.7	16267.7	13735.8	19072.6	18558.7	20815.9
O35405	21293.1	27634.7	23722.3	20943.4	24202.6	8171.25	6044.82	8672.36	8825.89	9391.16	19168.1	32243	28260.2	31335.8	18579.3	5288.2	7024.29	6202.51	6448.27	5815.15
O35427	3207.86	2599.59	2654.51	2474.45	2021	1740.66	2316.78	2300.71	1926.38	1697.15	2152.43	2270.58		1177.76	1416.14	1969.02	1051.3	2291.22	1443.09	1543.44
O35435	43353.9	43072	44595.3	41711	38292.8	22696.9	22926.5	24104.3	24961.7	22639.4	24670.8	28275.5	26476.8	29515.6	31877.1	20393.5	23183.6	22367.7	23018.2	23394.5
O35448	26528.5	24051.4	27870	29197.5	28849.7	11154.5	10665.4	11579.7	11678.2	10046.7	14642.3	19966.6	18025.9	20348.8	13841.5	9828.7	8184.9	8318.8	8012.63	6750.4
O35454	3390.4	3989.89	3676.89	3116.05	3477.47	2514.11	2523	2049.65	3008.99	2104.4	3451.26	4925.92	4383.76	5520.13	3666.12	1852.53	2337.1	2761	3065.06	1953.58
O35459	39729.2	41616.5	39434.9	41754.5	36477.2	19248	25451.4	18030.6	19323.2	23720.3	23557.5	22065	28627.5	27578	22818.5	18533.7	25298.5	21313.6	21316.8	22394.8
O35465-2	15549.6	13976.8	16449.6	15159.8	13859.5	12052.7	13919.6	11928.1	11708.5	11297.2	23132.3	29310.2	26688	32578.4	28120.2	16321	18342.8	16002.4	16320.9	16561.9
O35492	3909.8	3953.89	3563.46	3337.6	3990.76	5173.79	5863.88	5219.74	5523.06	5159.73	7663.69	9758.7	7938.67	9447.78	8526.6	6448.29	5072.5	6439.53	7181.97	6416.37
O35493	3902.52	3459.98	3636.88	3464.95	3097.67	5031.21	5546.88	4865.47	5473.44	5312.41	4813.4	2762.87	5551.15	5506.02	3630.62	5110.1	6362.97	6846.87	6860.46	5604.85
O35516	6572.34	5785.89	7260.11	6701.48	5999.45	3505.79	3751.75	3659.24	3483.8	2938.92	5801.24	6342.52	6179.55	6671.39	6128.97	3458.27	3763.97	4515.07	4435.9	3484.99
O35551-6	8491.98	8558.5	8977.16	9131.76	8597.57	9714.61	7355.03	8028.94	9152.13	8211.65	9368.69	7835.76	8081	7309.34	7000.5	7164.84	7101.88	8886.39	7813.54	7722.82
O35566				127.933			181.808		187.177				240.028		235.652					
O35593	299470	259548	271349	288075	328393	229927	262217	208592	215083	246244	233968	211357	225985	187177	209360	206628	210378	180413	191063	223543
O35598	52145.2	45825.4	47383.3	47974.5	43746.1	25937.4	29368.6	27694.2	29181.4	23192.5	63009.2	74005.9	68119.9	79983.9	73780.8	31597.8	31911.7	36193.7	34761.1	35712
O35601	8504.76	8531.46	10118.4	9963.55	9437.44	11420.1	11546.2	11527.9	12184.7	13323.8	12422.7	9678.4	10495.5	9838.44	10286.4	13090.6	13810.5	13967.8	14322.1	14313.9
O35604	43919.7	37836.4	47497.3	39852.9	35938.9	20251.1	18393.5	19299.4	22922.3	19868	28722.8	34282	30406.8	31743.7	37667	14648.2	17504.2	18496.3	19626.1	16926.2
O35615	10785.2	10366.9	11383.5	10700	10379.8	9296.79	10725.6	9470.41	8859.86	9897.82	26323.9	24667.2	25993.5	26432.2	25488.7	11936.7	12866.1	13137.2	14447.3	13996.9
O35621	7234.46	5739.92	7444.02	6963.68	7158.15	10144.4	11012.5	10320	10861.9	11368.7	11174.1	8893.02	8243.36	11231.6	8934.87	12178.5	11723.4	12703.9	12636.8	13097.2
O35623	3838.52	3801.8	3111.63	3538.3	3591.07	3544.39	2822.78	2776.41	3180.34	1835.11	3512.58	3353.92	3785.59	5008.01	4484.34	3034	3489.07	2393.19	2940.47	2476.14
O35639	33105	33569.4	29598.2	32924.4	27317.6	27784	22562	28295.3	30274.7	31636.6	30181.8	23814.1	27258.8	24512.6	25047.4	26316.3	23173.6	24217.3	22895.3	24255.4
O35643	77766.2	75774.5	74492.4	75290.6	86624.5	77109.2	80690.6	73803.1	77960.1	71998.9	81057.8	89325.5	86458.3	93694.9	82460.4	82047.3	67595.1	75423.3	76099.5	75478.7
O35648	7767.68	7036.96	6284.11	6333.79	5726.33	6462.63	5829.48	4912.22	8137.53	4323.82	4575	4898.71	5872.4	4714.64	4256.39	6008.65	3302.81	5574.38	4693.46	4478.78
O35654	15865.9	14042.2	17495.8	15172.3	13802.6	26564.3	29648.7	29628.7	27070.6	31606.4	27009.7	23712.3	26176	26316.8	27170	29134.5	32351	33227.6	32534.2	34276.4
O35657	1006.89	674.451	655.209	953.104	989.482	737.952	373.769	834.423	680.248	629.68	635.216	493.606	538.033	805.117	994.841		521.865	648.05		664.665
O35680	9051.04	10658.7	12101.4	12749	10328.5	5876.15	8715.54	8264.79	7207.18	7310.35	9561.88	14184.5	13648.5	15114	17242.8	9462.4	12296.6	13345.5	12118.5	11562.5
O35682	16298.5	13342.9	16815.2	15145.7	12626	7516.68	9031.8	8432.33	9791.43	5993.66	9865.47	13134.6	12694.8	14558.6	13727.4	7872.38	8132.27	11994.4	12139.3	11422.6
O35683	32257.7	34548.9	35486.1	35331.9	34447.6	21453.1	17663.8	24090.7	25782.7	19243.3	18925.5	33859.4	28530.7	33496.5	28828.3	15861.8	14573.3	21888	21164.4	21066
O35685	102303	99411.8	96783.8	105126	101589	165790	152498	176242	155366	184510	212067	173365	187959	168923	171654	229482	234545	221654	230063	248347
O35691	43837.9	42782.9	43327.9	45907	49616.4	46821	46480.4	44666.9	39982.5	42790.7	45158.8	57404.2	60804.3	57335.9	57095.5	46556.7	45813.9	43959.2	44940	49519
O35710-2	240.199		327.103	126.859	260.232	180.577	513.909	214.192	386.461	208.881	881.923	698.899	401.179	727.842	677.433	226.67	561.639	508.176	358.211	370.753
O35730	1100.49	1017.56	1093.96	1044.41	1065.79	392.65	558.591	666.743	685.09	560.698	1397.44	1120.63	1373.37	1382.17	921.414	993.812	581.288	841.812	763.32	742.622
O35737	307267	323485	379520	347258	341307	294634	346464	301224	285678	302606	354862	434294	455688	424383	444350	299638	343805	302514	309787	332966
O35841	135045	120861	128637	126598	124127	193118	234369	194676	212279	189286	171279	166800	158259	163170	164951	213571	174549	193243	178703	201744
O35855	49950.4	50156.7	60017.9	56831.5	48209.3	57698.3	48972.9	71395.2	57140.6	56855.5	60409.6	70270.9	55160.9	74972.5	70189.4	87674.7	81717.3	102883	98531	80679.2
O35857	50088.2	48361.2	53331.6	47744.5	50499.6	39794.4	46903.1	44137.3	44397.6	41739.2	41105.9	49131.7	52248.1	48949	53957.8	45542.1	45362.7	46376.6	45399.9	48360.3
O35864	52304.2	49767.8	52727.9	56047.9	54983.5	39058.8	40832	42761.7	40938.9	40778.9	45029.8	47041.4	40334.7	45281	39691.6	36744	36491.7	40709.4	40433.2	42691.3
O35874	21292	18549.3	16868.5	16790.5	19100.6	13915.2	17302.8	17134	21005.4	9827.93	9132.79	16742.8	10428.1	13186.9	12204	16414.5	9620.44	19457.1	14485.7	16623.5
O35887	63532	62905.7	65664.7	65884.3	70745.7	36581.1	35779.4	34448.6	38007.3	36315.5	58701.6	63945.5	66503.7	61280	59095	34023.3	30604.5	37874.2	35621	40231.6
O35892-2	2606.35	1928.18	3002.8	2033.09	1492.39	4019.5	4026.2	4748.44	5248.79	4380.82	1842.05	1716.78	1716.15	2078.46	2118.66	1953.77	2272.25	2451.53	1805.03	1742.95
O35900	40807.1	35627.6	39623.6	41653.1	48668.1	39961.4	31391.7	42168.5	36625.2	40745.4	45046.9	42034.8	36376.4	41807.6	40189.3	38541	45037.1	46188.6	44298.7	42543.9
O35943	22127	25641	23058.6	21956	21405.5	13132.6	18574.7	21832.5	18504.9	16798.3	19056.3	23553.3	21428	25103	24819.9	16695.7	17080.3	16547.4	20671.8	21636.9
O35954	3171.2	2320.48	3184.8	2813.42	2416.18	2624.24	2626.48	2187.33	2148.03	2675.79	5039.62	2879.8	2942.79	3258.52	3286.17	1935.06	2119.11	2511.3	2555.61	2344.97
O35955	8956.04	7247.1	7707.5	8904.88	6693.2	13107.2	15329.4	14545.9	14115	14692.2	8327.05	7960.37	8353.21	7121.25	9873.31	13933	13488.1	15038.3	13266.9	14873.3
O35972	33942.6	33704.1	37396.1	33830.4	28656.4	22014.9	25715.3	26038.6	26378.4	21964.1	23653.4	26466.1	26723.5	29214.8	30957.2	19771.9	26030.3	27805.4	26651.6	29764
O35973	1703.29	1643.91	1942.25	1956.58	1378.65	2007.54	1371.38	1747.06	943.836	1062.91	2342.04	1775.9	1661.86	1743.13	1845.31	1407.04	1362.97	1614.98	1360.4	1306.33
O35980	2228.95	1821.82	2936.38	1881.67	2507.57	2932.39	2105.49	3593.08	2557.2	3401.25	1531.65	1543.98	1687.13		2214.2	3018.03	1384.06	2757.61	2641.48	2427.04
O35984	1942.07	1679.79	1414.88	1394.09	1290	1758.56	1272.21	1779.96	2374.8	2544.31	2709.8	1865.55	1899.42	2381.88	1999.88	2067.34	1634.52	3745.46	2559.4	3247.26
O54692	8133.65	7477.76	8672.24	7822.14	6648.58	10293.2	11206.9	10018.3	10092	10663	12553.7	12300.3	12059	12889	12103.6	11218.1	9800.04	11480.5	10305.9	11315.9
O54714-3			804.342		413.416	709.841			445.411	577.713		947.727		1076.4	903.697		1024.29		455.177	
O54734	327152	340275	373652	360757	384419	264786	271993	308759	286648	277020	191067	277319	254441	293073	255658	229944	228289	267273	291181	283621
O54774	28315.7	26145.7	24622.4	23946.7	24722.1	23221.7	22866.1	20712.9	25055.9	18799.7	22556.3	27304.3	23493	26479.3	22572.6	22312	16078.4	21823	17766.7	18762.7
O54781	32447	31347.5	30490.9	33245.2	32151.6	26434.1	24150	21476.5	25838.8	22099.3	27151.7	27446.2	26733.3	28229.5	27263.5	17649.9	17939	18894.9	17397	20116
O54782	27781.6	29252.3	27108.7	28616	24973.7	12125.2	8567.67	12780.1	15496.9	13689.5	16788.8	15904.8	17560.4	16857.8	18123.2	8425.63	8128.99	10152.6	8859.84	8681.51
O54785	4595.1	4446.18	5084.04	4824.93	3914.19	5777.29	5885.88	5975.75	5818.64	6881.93	4169.55	4398.56	4354.84	5342.63	4963.26	4479.53	4498.56	5913.04	5128.18	5149.31
O54786	23252.6	23282.2	24950.1	24783.6	22064.7	17858.5	18415.3	19995	21466.4	21311.6	23858.1	20984.5	23358.7	23594.5	25867.6	20100.4	20700.9	20447.3	20480.3	22398.3
O54786-2	1037.91	1250.66	1562.48	1606.62	1195.5	1073.47	928.328	939.276	875.218	1875.04	1932.63	1197.48	2247.19	1125.61	1320.52	1552.22	1054.53	1660.19	1608.34	1536.6
O54788	6599.21	5898.18	5631.68	5757.35	5173.11	6063.44	6406.1	5741.86	5815.29	5268.83	6746.74	6808.45	6161.76	6089.4	7586.58	5606.57	3927.48	5600.48	5515.21	6032.07
O54790	6476.74	5631.54	5588.02	7268.71	4265.63	7892.51	9744.42	8652.51	7684.64	8930.44	6673.16	5769.23	6123.56	6455.41	6418.13	8103.69	10448.1	7656.39	6258.89	8967.62
O54804-2	5994.78	4873.93	5128.4	6309.52	4932.4	2381.61	1890.72	2749.42	2546.91	3692.01	6179.46	5547.78	4865.36	5808.18	6085.94	1706	2511.89	2856.08	2702.82	2696.15
O54825	28550.3	27787.7	29995	28528.8	26196.1	46896	49235.5	46787.6	48033.8	40685.3	21339.7	27200.3	24850	26730.9	26845.2	46405.1	39723.8	49499.6	45960.8	46131.1
O54826	5146.21	4172.34	3540.42	2727.78	9506.19	3001.08	4412.56	4880.64	5193.91	4167.69	3265.47	2256.58	4402.13	5930.15	4206.9	4455.36	4581.52	4150.59	5666.46	5791.72
O54833	10916.5	10118.9	10621.6	9774.92	10103.7	15475.1	15650.5	16201.6	18113.9	16491.5	8147.15	7059.97	7039.9	7333.54	8367.45	12375	11348.8	14210.1	12247.9	14136.7
O54834-3	7367.13	4618.2	4740.58	5614.51	3449.66	4841.92	5015.96	5911.37	6771.62	7062.98	7106.5	4152	6534.69	4921.94	4586.21	5562.64	5574.71	5978.11	6125.65	7733.48
O54836	1269.14	1204.1	1540.38	1340.12	961.032	1224.76	1412.84	1473.47	1763.47	1564.24	1000.55	931.935	1410.02	1589.98	848.128	1030.77	1988.08	1611.62	1084.87	1994.03
O54864-2	4527.9	4578.4	5214.69	4420.6	4179.47	5912.59	6292.38	6345.79	5993.94	5830.23	8210.39	9761.98	9247.89	11086.9	9026.8	6375.7	7519.22	6919.38	7745.85	7986.77
O54879	304998	282425	318158	330888	273375	247309	278493	297444	281135	276070	353146	308974	320699	346747	343689	286714	332913	343906	352533	377208
O54910		726.096		996.814	566.582	1045.35	486.512	1041.45	1348.36	1695.14	1279.1	1480.82	971.697	1658.5	1288.3	1125.29	959.448	1694.31	1631.43	1311.81
O54916	15073.6	15535.6	15976.5	15757.4	14471	11898.3	12024.9	12724.1	11647.5	11722.8	19145.1	15867.8	17252.2	16622.9	16702.6	14256.8	14035.8	14012.6	13363.3	13617
O54918	10842.1	9957.34	12947.1	11819.3	11292.5	4768.84	4715.41	4434.49	5259.16	6211.82	4282.65	6137.19	6893.38	5166.19	5902.11	2251	1478.14	4108.2	3059.83	3269.45
O54926	2720.99	2726.74	3517.93	3178.56	3086.93	3388.71	3418.24	3569.12	3868.03	3525.78	2782.03	2484.43	2651.38	2630.86	2644.04	4125.55	4268.03	5001.77	4415.23	4713.9
O54931-2	1909	1551.79	1515.93	1178.81	1415.06	3144.68	2701.56	3334.09	3784.2	3295.56	1647.78	1897.24	2273.95	1645.04	1572.57	2621.27	3555.6	3328.49	3238.29	3531.08
O54941	30553.8	29896.7	33015.3	32785.7	29645.9	36209.7	35425.3	35577.9	34511	36623.5	31557.4	33203	34140.6	33700.8	32884.2	31502.4	32999.1	34486.5	33553.6	35995.6
O54946	15244	13496.2	15293	13188	13252	15612.4	17197.1	17778.2	18805.6	14686	14166.3	14859	14491.1	14582.4	13399.4	16470.9	14922.5	15632.2	14927.1	18746.3
O54950	63123.6	58823.7	53073.6	54937.2	64173.6	55084.9	56447.9	47361.1	52529	45622.8	60726	70633.5	65060	64359.2	61834.7	53706.4	40600.1	47419.6	46427.3	53013.1
O54956	2322.17	1646.91	2516.46	2170.73	2141.17	3583.93	3666.1	3668.82	3722.25	3720.6	3516.15	3333.8	4058.1	3602.44	3445.62	3260.85	3179.89	4521.28	3288.63	3475.64
O54962	39532.7	31801.8	35877.4	47979.5	49902.6	21311.1	33913.8	32250.4	24767.5	26757.9	14484.7	28501.6	21740.2	26708.3	25095.6	24650.5	18641.6	22270.9	27019.6	30186.9
O54965-2	4583.21	4620.8	4154.77	3673.08	3588.06	1808.21	1598.16	1586.96	2398.78	1666.1	3609.22	4024.54	4103.48	3594.2	3402.43	1039.46	1373.95	1518.12	1644.44	1789.3
O54972	4330.77	3806.43	4740.68	5227.19	4198.83	10879.9	12630	10881.6	14173.2	12509.8	10197.9	8103.39	8983.66	10430.9	9871.38	10082.4	9409.87	12402	9584.66	12031
O54974	2478.41	2487.01	2834.05	3652.61	2482.09	1953.87	2123.34	2699.84	3014.45	3603.63	1374.79		1014.44		2484.86	979.092	1059.21			908.772
O54984	111226	106108	108851	111586	107847	82543.8	81422	77809.2	80521.9	84420	102692	98803.3	108965	97324	99749.8	80384.9	80797.5	81692.4	81840.4	81011.1
O54988-2	46599.1	42990.3	48408.4	48083.8	47027.4	41113.3	45053.4	41502.2	44603.3	48161	59353.7	46749	48056	47385.7	47448.5	51675.8	44939.2	48799.6	46996	49351.8
O55003	1084.06	1076.96	1450.75	1880.69	1008.26	1484.87	2655.9	1607.68	1417.59	1867.29	6829.86	6719.64	7571.03	7526.66	6922.71	4071.53	4318.65	3674.44	4198.02	4848.03
O55013	49890.2	45888.8	42398.3	47367.7	50027.4	34795.9	40290.6	34274.3	35469.9	30146.7	47094.6	43786.7	42567.6	48271.1	46253.2	32670.6	35622.5	33048.7	36008.8	33871.4
O55022	109039	93355.8	110073	98675	112264	82232	125614	100135	97939	91331.6	60528.7	66270.6	72047.4	90508.2	90302.1	76963.6	79197.4	85695.1	82497.9	80129.3
O55028	8366.24	8514.5	8291.79	8281.1	7802.3	5934.71	6534.67	5322.01	4745.12	5225.89	7955.72	8455.99	10050.9	8155.71	8644.76	4748.35	5680.01	4778.02	5556.86	5481.51
